template,query_id,result_count,time_ms,dataset,triple_patterns
Q_1_nationality,Q_1_nationality_query_094,23,0.022,data_2M,1
Q_1_nationality,Q_1_nationality_query_095,15,0.028,data_2M,1
Q_1_nationality,Q_1_nationality_query_096,6,0.029,data_2M,1
Q_1_nationality,Q_1_nationality_query_097,4,0.012,data_2M,1
Q_1_nationality,Q_1_nationality_query_098,6,0.009,data_2M,1
Q_1_nationality,Q_1_nationality_query_099,6,0.012,data_2M,1
Q_1_nationality,Q_1_nationality_query_100,23,0.026,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_001,29,0.095,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_002,33,0.088,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_003,0,0.009,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_004,0,0.014,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_005,37,0.033,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_006,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_007,0,0.008,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_008,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_009,0,0.010,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_010,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_011,25,0.073,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_012,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_013,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_014,0,0.006,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_015,0,0.006,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_016,33,0.071,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_017,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_018,27,0.037,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_019,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_020,0,0.009,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_021,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_022,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_023,0,0.009,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_024,0,0.006,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_025,32,0.045,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_026,27,0.025,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_027,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_028,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_029,29,0.028,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_030,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_031,0,0.008,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_032,0,0.006,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_033,0,0.008,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_034,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_035,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_036,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_037,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_038,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_039,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_040,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_041,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_042,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_043,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_044,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_045,28,0.046,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_046,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_047,28,0.036,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_048,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_049,0,0.006,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_050,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_051,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_052,0,0.006,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_053,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_054,0,0.010,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_055,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_056,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_057,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_058,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_059,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_060,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_061,31,0.045,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_062,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_063,40,0.097,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_064,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_065,34,0.045,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_066,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_067,0,0.008,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_068,30,0.038,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_069,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_070,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_071,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_072,32,0.034,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_073,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_074,25,0.037,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_075,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_076,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_077,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_078,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_079,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_080,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_081,33,0.037,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_082,0,0.011,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_083,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_084,32,0.039,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_085,0,0.007,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_086,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_087,0,0.008,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_088,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_089,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_090,23,0.027,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_091,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_092,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_093,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_094,23,0.017,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_095,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_096,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_097,0,0.005,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_098,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_099,0,0.004,data_2M,1
Q_1_subscribes,Q_1_subscribes_query_100,23,0.018,data_2M,1
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_001,0,0.083,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_002,0,0.033,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_003,0,0.025,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_004,0,0.018,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_005,0,0.019,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_006,0,0.047,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_007,0,0.038,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_008,0,0.009,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_009,0,0.025,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_010,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_011,0,0.008,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_012,0,0.279,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_013,0,0.014,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_014,0,0.016,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_015,0,0.014,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_016,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_017,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_018,0,0.030,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_019,0,0.020,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_020,0,0.014,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_021,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_022,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_023,0,0.018,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_024,0,0.013,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_025,0,0.013,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_026,0,0.013,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_027,0,0.044,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_028,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_029,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_030,0,0.019,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_031,0,0.031,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_032,0,0.008,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_033,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_034,0,0.008,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_035,0,0.015,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_036,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_037,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_038,0,0.010,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_039,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_040,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_041,0,0.026,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_042,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_043,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_044,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_045,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_046,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_047,0,0.008,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_048,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_049,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_050,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_051,0,0.008,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_052,0,0.010,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_053,0,0.018,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_054,0,0.009,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_055,0,0.009,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_056,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_057,0,0.010,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_058,0,0.010,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_059,0,0.015,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_060,0,0.016,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_061,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_062,0,0.014,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_063,0,0.029,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_064,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_065,0,0.009,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_066,0,0.013,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_067,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_068,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_069,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_070,0,0.015,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_071,0,0.010,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_072,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_073,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_074,0,0.011,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_075,0,0.012,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_076,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_077,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_078,0,0.007,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_079,0,0.013,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_080,0,0.013,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_081,0,0.019,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_082,0,1.290,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_083,0,0.045,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_084,0,0.018,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_085,0,0.015,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_086,0,0.014,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_087,0,0.022,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_088,0,0.061,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_089,1,0.134,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_090,0,0.025,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_091,0,0.028,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_092,0,0.030,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_093,0,0.028,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_094,0,0.031,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_095,0,0.029,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_096,0,0.055,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_097,0,0.048,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_098,0,0.032,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_099,0,0.094,data_2M,2
Q_2_includes_eligibleRegion,Q_2_includes_eligibleRegion_query_100,0,0.028,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_001,17,15.967,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_002,0,0.821,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_003,2,0.374,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_004,0,0.291,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_005,0,0.037,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_006,0,0.066,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_007,2,0.040,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_008,0,0.116,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_009,0,0.055,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_010,0,0.023,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_011,1,0.105,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_012,0,0.169,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_013,0,0.488,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_014,0,0.083,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_015,1,0.029,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_016,0,0.141,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_017,8,1.732,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_018,0,0.350,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_019,0,0.080,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_020,0,0.031,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_021,33,6.809,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_022,4,0.300,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_023,0,0.150,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_024,0,0.022,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_025,0,0.108,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_026,0,0.030,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_027,9,1.847,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_028,1,0.085,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_029,4,0.813,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_030,0,0.113,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_031,0,0.025,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_032,0,0.037,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_033,0,0.021,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_034,0,0.075,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_035,0,0.042,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_036,0,0.049,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_037,1,0.069,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_038,0,0.136,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_039,0,0.024,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_040,1,0.060,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_041,0,0.056,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_042,0,0.060,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_043,0,0.151,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_044,0,0.028,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_045,0,0.178,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_046,0,0.020,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_047,0,0.050,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_048,0,0.038,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_049,0,0.030,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_050,0,0.037,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_051,4,0.260,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_052,0,0.078,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_053,0,0.140,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_054,2,0.071,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_055,0,0.043,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_056,0,0.018,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_057,0,0.018,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_058,0,0.025,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_059,0,0.049,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_060,1,0.067,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_061,0,0.027,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_062,0,0.030,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_063,0,0.080,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_064,0,0.018,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_065,9,1.631,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_066,1,0.049,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_067,0,0.028,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_068,17,2.166,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_069,0,0.043,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_070,0,0.013,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_071,1,0.077,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_072,0,0.021,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_073,0,0.028,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_074,0,0.046,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_075,1,0.061,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_076,0,0.024,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_077,0,0.026,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_078,0,0.045,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_079,0,0.045,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_080,0,0.026,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_081,0,0.039,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_082,0,0.167,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_083,0,0.044,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_084,0,0.036,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_085,0,0.022,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_086,0,0.020,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_087,0,0.041,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_088,0,0.032,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_089,0,0.021,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_090,0,0.034,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_091,9,1.640,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_092,0,0.076,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_093,33,7.869,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_094,0,0.361,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_095,2,0.075,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_096,0,0.031,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_097,0,0.052,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_098,0,0.016,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_099,0,0.132,data_2M,2
Q_2_likes_nationality,Q_2_likes_nationality_query_100,0,0.038,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_001,0,0.009,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_002,0,0.012,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_003,0,0.012,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_004,0,0.013,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_005,0,0.011,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_006,0,0.012,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_007,0,0.011,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_008,0,0.010,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_009,0,0.014,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_010,0,0.009,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_011,0,0.009,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_012,0,0.013,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_013,0,0.014,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_014,0,0.012,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_015,0,0.013,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_016,0,0.010,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_017,0,0.012,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_018,0,0.009,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_019,0,0.009,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_020,0,0.010,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_021,0,0.015,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_022,0,0.009,data_2M,2
Q_2_subscribes_likes,Q_2_subscribes_likes_query_023,0,0.011,data_2M,2
